source_id,verified_pdf,entry_sheet,bibtex_key,title,year,domain_theme,task,modality,method_or_contribution,dataset_or_evaluation_context,reported_metrics_or_findings,limitations,tbs_relevance,supporting_pdf_pages,pdf_extraction_note
082,82_GR-ConvNet.pdf,082 - 2020 - GR-ConvNet - Grasp Robotik.md,kumra2020grconvnet,Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network,2020,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti GR-ConvNet adalah memisahkan prediksi cengkeraman menjadi tiga besaran per-piksel yang mudah dipelajari jaringan, lalu merakit kembali cengkeraman terbaik dari peta-peta itu. Untuk setiap piksel citra, jaringan memprediksi: (1) *grasp quality* Q, skor antara 0 dan 1 yang menyatakan seberapa mungkin cengkeraman berpusat di piksel itu berhasil; (2) sudut orientasi Θ; dan (3) lebar bukaan penjepit W dalam piksel. Piksel dengan Q tertinggi menunj...","Evaluasi dilakukan pada dua dataset baku. Pada Cornell, pengujian memakai dua skema validasi silang: *image-wise* (IW), yang membagi data per citra sehingga objek yang sama bisa muncul di latih dan uji, dan *object-wise* (OW), yang memisahkan per objek sehingga model diuji pada objek yang benar-benar baru — OW menguji generalisasi lebih ketat. Varian RGB-D mencapai 97,7% (IW) dan 96,6% (OW) dengan inferensi 20 milidetik. Sebagai pembanding, GG-CNN (bab 08...","Kutip dengan kunci `kumra2020grconvnet`. Ringkasan yang aman dikutip: ""GR-ConvNet memprediksi cengkeraman antipodal per-piksel (mutu, sudut, lebar) dari citra RGB-D memakai arsitektur generatif residual, mencapai akurasi 97,7% pada Cornell dan 94,6% pada Jacquard dengan inferensi ~20 milidetik, serta keberhasilan 95,4% pada objek rumah tangga dengan lengan robot 7 derajat kebebasan."" Angka akurasi (97,7% / 94,6%), kecepatan (~20 ms), jumlah parameter (1.9...","Kelebihan utama: akurasi setara metode terbaik pada masanya dengan biaya komputasi kecil (1,9 juta parameter, ~20 milidetik), rumusan generatif per-piksel yang mendukung deteksi banyak cengkeraman sekaligus untuk adegan multi-objek, fleksibilitas masukan *n*-kanal, dan validasi langsung pada robot fisik. Penanganan sudut lewat cos(2Θ)/sin(2Θ) menyelesaikan masalah periodisitas orientasi dengan rapi. Keterbatasan: cengkeraman yang dihasilkan bersifat plana...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2, 4",9 PDF pages; automatic locator scanned first 9
083,83_GR-ConvNet_v2.pdf,083 - 2022 - GR-ConvNet v2 - Grasp Robotik.md,kumra2022grconvnetv2,GR-ConvNet v2: A Real-Time Multi-Grasp Detection Network for Robotic Grasping,2022,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti tidak berubah dari pendahulunya: cengkeraman diperlakukan sebagai regresi per-piksel. Alih-alih mengusulkan lalu memeringkat kandidat, jaringan menghasilkan empat citra keluaran seukuran masukan. Peta pertama, Q, memberi setiap piksel skor kualitas cengkeraman antara 0 dan 1. Dua peta berikutnya menyatakan sudut cengkeraman Θ dalam bentuk cos2Θ dan sin2Θ. Peta keempat, W, menyatakan lebar bukaan penjepit. Cengkeraman terbaik dibaca dari pikse...","Evaluasi utama memakai dua dataset. Cornell Grasp Dataset adalah himpunan kecil klasik dengan dua protokol pembagian: *image-wise* (citra acak dibagi latih/uji) dan *object-wise* (objek yang berbeda dipisah, menguji generalisasi ke benda baru). Jacquard adalah dataset sintetis berskala jauh lebih besar. Metrik keberhasilan adalah *rectangle metric*: sebuah prediksi dianggap benar bila IOU (*Intersection over Union*, rasio irisan terhadap gabungan) dengan...","Kutip dengan kunci `kumra2022grconvnetv2`. Ringkasan yang aman dikutip: ""GR-ConvNet v2 menyempurnakan GR-ConvNet dengan aktivasi Mish, dropout, dan pengoptimal Ranger, mencapai 98,8% (*image-wise*) dan 97,7% (*object-wise*) pada Cornell serta 95,1% pada Jacquard dengan inferensi ±20 ms, dan mendukung deteksi *multi-grasp* melalui pembacaan puncak lokal pada peta kualitas."" Angka akurasi Cornell/Jacquard, waktu 20 ms, jumlah parameter 1,9 juta, dan tingkat...","Kelebihan: inferensi 20 milidetik memungkinkan kendali *closed-loop*; jaringan hanya 1,9 juta parameter, ringan untuk perangkat terbatas; transfer sim-ke-nyata berjalan tanpa penalaan ulang; dan mode *multi-grasp* menangani adegan berhimpitan. Peningkatan atas v1 dicapai lewat pergantian komponen pelatihan, bukan penambahan biaya arsitektur. Keterbatasan: cengkeraman yang diprediksi bersifat planar — kotak berorientasi pada bidang citra — bukan *6-DoF* pe...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",25 PDF pages; automatic locator scanned first 10
084,84_GraspNet-1Billion.pdf,084 - 2020 - GraspNet-1Billion - Grasp Robotik.md,fang2020graspnet,GraspNet-1Billion: A Large-Scale Benchmark for General Object Grasping,2020,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti makalah adalah memindahkan beban pelabelan dari manusia ke perhitungan analitik, sehingga dataset grasp 6-DoF berskala besar menjadi mungkin. Untuk setiap objek, banyak kandidat grasp disebar di permukaan modelnya, lalu tiap kandidat dinilai dengan kriteria *force-closure*: sebuah grasp dikatakan stabil bila gaya kontak kedua jari gripper mampu menahan objek terhadap gaya dan torsi sembarang. Penilaian ini dihitung otomatis dari geometri kont...","Protokol pengujian membagi 190 *scene* menjadi 100 *scene* latih dan 90 *scene* uji. Bagian uji dipecah lagi menjadi tiga tingkat generalisasi berdasarkan kemiripan objeknya dengan objek latih: *seen* (objek yang sama dengan saat latih), *similar* (objek berbeda tetapi mirip), dan *novel* (objek yang sama sekali baru). Pembagian ini memisahkan hafalan dari generalisasi sejati: performa pada *novel* menunjukkan seberapa baik model mencengkeram objek yang b...","Kutip dengan kunci `fang2020graspnet`. Ringkasan yang aman dikutip: ""GraspNet-1Billion adalah *benchmark* grasp 6-DoF berskala besar yang menyediakan 190 *scene* (97.280 citra RGB-D dari dua kamera), lebih dari 1,1 miliar anotasi grasp berbasis force-closure, sebuah metrik evaluasi analitik, dan jaringan *baseline* ujung-ke-ujung dari *point cloud*."" Angka yang telah terverifikasi dari halaman proyek resmi dan repositori: 190 *scene*, 88 objek, 97.280 cit...","Kelebihan utama adalah skala dan kebakuan: dataset grasp 6-DoF nyata terbesar pada saat rilis, dengan dua kamera untuk menguji ketahanan lintas-sensor, dan metrik analitik yang dapat direproduksi tanpa robot fisik. Kombinasi ini menjadikannya infrastruktur bersama sehingga metode baru dapat dibandingkan pada dasar yang sama. Keterbatasannya sebagian melekat pada pilihan desain. Secara konseptual, penilaian force-closure adalah model analitik stabilitas; g...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",10 PDF pages; automatic locator scanned first 10
085,85_BCMFNet_Bilateral_Cross-Modal_Fusion.pdf,085 - 2023 - BCMFNet (Bilateral Cross-Modal Fusion) - Grasp Robotik.md,zhang2023bcmfnet,Bilateral Cross-Modal Fusion Network for Robot Grasp Detection,2023,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti BCMFNet adalah membuat kedua modal saling menanyai satu sama lain lewat mekanisme perhatian (*attention*) sebelum digabungkan, bukan sekadar ditumpuk atau dijumlahkan. Fitur RGB pada suatu lokasi citra dipakai sebagai kueri untuk ""bertanya"" ke seluruh peta fitur kedalaman, mencari lokasi kedalaman yang relevan untuk memperkaya pemahaman tentang lokasi RGB itu; pada saat yang sama, fitur kedalaman melakukan hal yang sama terhadap fitur RGB. Ka...","Evaluasi dilakukan pada dua tolok ukur baku deteksi cengkeraman. Dataset Cornell berisi 885 sampel dari 240 objek nyata, dipecah 90% latih dan 10% uji, diperbesar lewat augmentasi (pemotongan dan rotasi acak) karena ukurannya kecil. Dataset Jacquard (bab 086) jauh lebih besar, tersusun dari puluhan ribu citra sintetis hasil simulasi fisika dengan jutaan anotasi cengkeraman, juga dipecah 90:10. Kedua dataset diuji dengan dua skema pemisahan data: *image-wi...","Kutip dengan kunci `zhang2023bcmfnet`. Ringkasan yang aman dikutip: ""BCMFNet memakai arsitektur tiga aliran dengan modul interaksi modal berbasis perhatian silang dua arah dan modul interaksi kanal untuk menggabungkan fitur RGB dan kedalaman, mencapai akurasi *object-wise* 97,8% pada Cornell dan 94,6% pada Jacquard, serta keberhasilan 94,5% pada 200 percobaan cengkeraman robot fisik."" Angka akurasi (99,4%/97,8% Cornell; 96,7%/94,6% Jacquard), waktu infere...","Kelebihan utama BCMFNet terletak pada mekanisme interaksi lintas-modal yang dapat menyesuaikan bobot RGB dan kedalaman secara adaptif per lokasi citra, alih-alih memakai bobot tetap seperti fusi kanal statis pada GR-ConvNet. Studi ablasi mengonfirmasi bahwa interaksi ini — bukan sekadar menambah parameter jaringan — yang menyumbang kenaikan akurasi paling besar. Validasi pada robot fisik dengan objek di luar data latih juga memperkuat klaim generalisasi m...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",19 PDF pages; automatic locator scanned first 10
086,86_Jacquard Dataset.pdf,086 - 2018 - Jacquard Dataset - Grasp Robotik.md,depierre2018jacquard,Jacquard: A Large Scale Dataset for Robotic Grasp Detection,2018,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti Jacquard adalah mengganti seluruh proses pelabelan manusia dengan simulasi fisika tertutup: model CAD tiga dimensi dijatuhkan ke sebuah bidang, dirender menjadi citra layaknya kamera nyata, lalu diuji langsung oleh sebuah *gripper* virtual untuk menentukan kandidat cengkeraman mana yang benar-benar berhasil mengangkat objek. Karena keberhasilan diuji oleh fisika simulasi dan bukan diberi label oleh manusia, proses ini dapat diulang jutaan kal...","Efektivitas Jacquard diuji lewat dua rangkaian eksperimen memakai jaringan AlexNet siap-pakai (bobot konvolusi dipralatih pada ImageNet, lapisan terhubung penuh dilatih dari awal; citra kedalaman dinormalkan dan disisipkan menggantikan salah satu kanal warna agar sesuai format masukan AlexNet). Eksperimen pertama adalah evaluasi lintas-*dataset*. Untuk perbandingan yang setara, dipakai subset Jacquard berisi 15.000 citra dari 3.000 objek terpilih dengan 3...","Kutip dengan kunci `depierre2018jacquard`. Ringkasan yang aman dikutip: ""Jacquard adalah *dataset* deteksi *grasp* sintetis yang dihasilkan sepenuhnya lewat simulasi fisika terhadap model CAD ShapeNetSem, memuat 54.000 citra RGB-D dari lebih dari 11.000 objek dengan 1,1 juta anotasi cengkeraman, dan memperkenalkan metrik evaluasi *Simulated Grasp Trial* yang menilai keberhasilan fungsional alih-alih kecocokan geometris semata."" Angka hasil AlexNet (86,88%...","Kelebihan utama Jacquard terletak pada kombinasi skala dan otomatisasi: simulasi menghasilkan 1,1 juta anotasi tanpa pelabelan manusia, jauh melampaui Cornell, sekaligus mempertahankan modalitas RGB-D dan beragam ukuran *gripper* yang tidak dimiliki *dataset* otomatis lain seperti Dex-Net 2.0. Metrik SGT juga menjadi kontribusi tersendiri karena menilai keberhasilan fungsional cengkeraman, bukan sekadar kecocokan geometris, sehingga lebih dekat dengan kon...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",6 PDF pages; automatic locator scanned first 6
087,87_VoxelNet.pdf,087 - 2018 - VoxelNet - Deteksi 3D.md,zhou2018voxelnet,VoxelNet: End-to-End Learning for Point Cloud Based 3D Object Detection,2018,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"VoxelNet menggabungkan dua gagasan. Pertama, *point cloud* yang tidak beraturan dipartisi menjadi *voxel* berukuran tetap: ruang 3D kontinu didiskretkan menjadi kisi sel, sehingga titik-titik yang jatuh dalam satu sel dapat dikelompokkan dan diproses bersama sebagai himpunan titik lokal berskala kecil. Kedua, di dalam setiap *voxel* yang tidak kosong, sebuah jaringan kecil bergaya PointNet (VFE) mempelajari satu vektor fitur yang meringkas bentuk lokal ti...","Evaluasi dilakukan pada set validasi KITTI, tolok ukur deteksi objek untuk skenario berkendara, dengan tiga kelas: mobil, pejalan kaki, dan pesepeda. Metrik yang dipakai adalah AP 3D (dari volume irisan kotak 3D) dan AP BEV (dari irisan kotak pada proyeksi tampak-atas), masing-masing dilaporkan pada tiga tingkat kesulitan yang ditetapkan KITTI berdasarkan ukuran objek, oklusi, dan pemotongan tepi citra: mudah, sedang, dan sulit. Hasil AP 3D VoxelNet: mobi...","Kutip dengan kunci `zhou2018voxelnet`. Ringkasan aman dikutip: ""VoxelNet mempelajari fitur *voxel* langsung dari *point cloud* LiDAR mentah melalui lapisan *Voxel Feature Encoding*, lalu memproses tensor *voxel* dengan konvolusi 3D dan *Region Proposal Network* untuk deteksi 3D *end-to-end*, mencapai AP BEV mobil 84,81% pada tingkat sedang di KITTI, mengungguli metode berbasis fitur buatan tangan pada masanya."" Angka AP 3D/BEV, konfigurasi *voxel* (0,2 m...","Kelebihan utama VoxelNet adalah menghapus kebutuhan rekayasa fitur manual: seluruh proses, dari titik mentah sampai kotak 3D, dipelajari dan dioptimalkan sebagai satu jaringan, sehingga representasi *voxel* lebih sesuai dengan tujuan deteksi dibandingkan statistik buatan tangan. Keunggulan ini paling terasa pada kelas kecil dan tidak kaku seperti pejalan kaki dan pesepeda, sebagaimana ditunjukkan selisih AP terhadap HC-baseline pada bagian sebelumnya. Dar...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",10 PDF pages; automatic locator scanned first 10
088,88_PointPillars.pdf,088 - 2019 - PointPillars - Deteksi 3D.md,lang2019pointpillars,PointPillars: Fast Encoders for Object Detection from Point Clouds,2019,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"Gagasan inti PointPillars adalah mengganti *voxel* 3D dengan *pillar*: kolom vertikal tanpa pembagian pada sumbu tinggi (z). Bidang datar x-y dibagi menjadi grid sel persegi; setiap sel diperluas menjadi satu kolom yang mencakup seluruh rentang tinggi *point cloud*. Karena tidak ada pembagian pada sumbu z, tidak diperlukan hyperparameter resolusi vertikal seperti pada *voxel* 3D, dan konvolusi 3D dapat dihindari sepenuhnya. Fitur setiap *pillar* dipelajar...","Evaluasi utama dilakukan pada *benchmark* KITTI (kumpulan data deteksi objek berkendara otonom dari Karlsruhe Institute of Technology, tiga kelas: mobil, pejalan kaki, pesepeda; tiga tingkat kesulitan berdasarkan ukuran, oklusi, dan pemotongan citra objek: mudah, sedang, sulit). Metrik yang dipakai adalah AP (*average precision*) pada evaluasi kotak 3D penuh dan proyeksi BEV, dibandingkan dengan VoxelNet, SECOND, F-PointNet (fusi kamera-LiDAR), MV3D, dan...","Kutip dengan kunci `lang2019pointpillars`. Ringkasan aman dikutip: ""PointPillars meng-encode *point cloud* menjadi kolom vertikal (*pillar*) yang diproses jaringan bergaya PointNet, memungkinkan seluruh pipeline deteksi 3D berjalan dengan konvolusi 2D; pada KITTI, metode ini mencapai 74,99% AP 3D kelas mobil (tingkat sedang) pada 62 Hz, mengungguli VoxelNet dan SECOND baik akurasi maupun kecepatan."" Angka AP 3D/BEV, waktu inferensi (190 ms VoxelNet vs 1,3...","Kelebihan utama PointPillars adalah kesederhanaan arsitektur: seluruh operasi setelah pembentukan *pillar* memakai konvolusi 2D standar, tanpa konvolusi 3D atau fitur buatan tangan, sehingga mudah diimplementasikan dan mudah dipercepat perangkat keras yang sudah dioptimalkan untuk CNN 2D. Kombinasi kecepatan (62–105 Hz) dan akurasi yang mengungguli metode LiDAR-saja lain, bahkan sebagian metode fusi, menjadikannya pilihan praktis untuk aplikasi *real-time...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",9 PDF pages; automatic locator scanned first 9
089,89_PointRCNN.pdf,089 - 2019 - PointRCNN - Deteksi 3D.md,shi2019pointrcnn,PointRCNN: 3D Object Proposal Generation and Detection from Point Cloud,2019,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"Gagasan inti PointRCNN adalah membalik urutan kerja: alih-alih menebak lokasi objek lebih dahulu lalu memeriksa titik di sekitarnya (cara kerja berbasis *anchor*), jaringan terlebih dahulu memutuskan titik mana yang merupakan bagian dari objek, kemudian membiarkan setiap titik tersebut mengusulkan kotaknya sendiri. Karena setiap titik latar depan sudah berada tepat pada permukaan objek, proposal yang dihasilkan secara alami memiliki lokasi awal yang akura...","Evaluasi utama dilakukan pada KITTI 3D Object Detection Benchmark, data deteksi objek untuk skenario mengemudi yang memakai sensor LiDAR Velodyne dan kamera stereo terkalibrasi. Metrik utamanya AP 3D pada tiga tingkat kesulitan (mudah, sedang, sulit — dibedakan dari ukuran objek pada citra, tingkat oklusi, dan pemotongan tepi citra), dengan tingkat sedang umumnya dipakai sebagai acuan peringkat utama. | Metode | Modalitas | Mobil (mudah) | Mobil (sedang)...","Kutip dengan kunci `shi2019pointrcnn`. Ringkasan yang aman dikutip: ""PointRCNN menghasilkan proposal 3D bottom-up langsung dari titik point cloud lewat segmentasi latar depan dan regresi bin-based, lalu menyempurnakannya dalam koordinat kanonik pada tahap kedua, mencapai 75,76% AP 3D (tingkat sedang) untuk kelas mobil pada KITTI test set menggunakan LiDAR saja."" Angka AP (85,94/75,76/68,32 untuk PointRCNN; 83,13/73,66/66,20 untuk SECOND; 81,94/71,88/66,38...","Kelebihan utama PointRCNN adalah presisi proposal: karena proposal berasal langsung dari titik latar depan, bukan dari *anchor* yang disebar tanpa mengetahui isi *scene*, kualitas kandidat kotak pada tahap awal sudah tinggi (96,01% *recall* dengan hanya 50 proposal). Pendekatan ini juga tidak bergantung pada citra RGB maupun kalibrasi kamera-LiDAR, sehingga tetap berfungsi pada sensor LiDAR-saja. Skema *bin-based regression* memberi jaringan target yang l...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",10 PDF pages; automatic locator scanned first 10
090,90_Frustum PointNets.pdf,090 - 2018 - Frustum PointNets - Deteksi 3D.md,qi2018frustum,Frustum PointNets for 3D Object Detection from RGB-D Data,2018,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"Gagasan inti Frustum PointNets adalah kaskade dua tahap: deteksi 2D lebih dulu menentukan *di mana* mencari, kemudian jaringan 3D menentukan secara presisi *bentuk dan posisi* objek di dalam wilayah yang telah dipersempit itu. Sebuah kotak deteksi 2D pada citra RGB, jika diproyeksikan kembali ke ruang 3D memakai parameter kalibrasi kamera (hubungan geometris antara koordinat citra dan koordinat dunia nyata), tidak menghasilkan satu titik atau satu kotak,...","Evaluasi utama dilakukan pada dua tolok ukur dengan karakteristik sensor berbeda. KITTI adalah tolok ukur luar ruang untuk kendaraan otonom, dengan *point cloud* dari LiDAR berputar dan citra dari kamera stereo/mono; metriknya AP 3D pada tiga tingkat kesulitan (mudah, sedang, sulit) berdasarkan tingkat oklusi dan ukuran objek. SUN RGB-D adalah tolok ukur dalam ruang dengan kedalaman dari kamera RGB-D jarak dekat; metriknya mAP pada ambang IoU 0,25. Pada K...","Kutip dengan kunci `qi2018frustum`. Ringkasan yang aman dikutip: ""Frustum PointNets memproyeksikan kotak deteksi 2D pada citra RGB menjadi *frustum* 3D, lalu memakai rangkaian PointNet untuk mensegmentasi dan meregresi kotak 3D berorientasi di dalamnya, mencapai AP 3D 81,20% (mobil, subset mudah) pada KITTI dan mAP 54,0% pada SUN RGB-D."" Angka AP KITTI (81,20/70,39/62,19 untuk mobil; nilai pejalan kaki dan pesepeda) serta mAP SUN RGB-D 54,0% diperoleh dar...","Kelebihan utama metode ini adalah efisiensi: dengan menyerahkan pencarian kasar kepada detektor 2D matang, jaringan 3D hanya memproses titik dalam wilayah sempit, sehingga akurasi tinggi dan kecepatan *near real-time* tercapai sekaligus. Estimasi kotak bersifat *amodal* sehingga kotak akhir tetap masuk akal meski sebagian objek terhalang atau titiknya sangat jarang. Penulis sendiri mengakui beberapa keterbatasan. Segmentasi PointNet dapat menghasilkan has...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 3, 4",15 PDF pages; automatic locator scanned first 10
091,91_MV3D.pdf,091 - 2017 - MV3D - Deteksi 3D.md,chen2017mv3d,Multi-View 3D Object Detection Network for Autonomous Driving,2017,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"Gagasan inti MV3D adalah memproyeksikan titik LiDAR ke dua representasi 2D terstruktur — BEV dan FV — sehingga jaringan konvolusi standar dapat memprosesnya seperti citra biasa, lalu memakai BEV sebagai sumber utama usulan kotak 3D karena tampak atas mempertahankan ukuran fisik objek dan menghindari masalah oklusi (objek satu menutupi objek lain) yang muncul pada tampak depan. Usulan 3D yang dihasilkan dari BEV kemudian diproyeksikan ke ketiga tampilan (B...","Evaluasi dilakukan pada tolok ukur KITTI 3D Object Detection untuk kelas mobil, dengan metrik *average precision* untuk lokalisasi 3D (APloc, mengabaikan ketinggian kotak) dan deteksi 3D penuh (AP3D), diukur pada dua ambang IoU: 0,5 (longgar) dan 0,7 (ketat, menjadi standar pada penelitian berikutnya). Pada IoU 0,7 tingkat sedang (*moderate* — kategori kesulitan standar KITTI berdasarkan tinggi kotak, oklusi, dan pemotongan citra), MV3D penuh (BV+FV+RGB)...","Kutip dengan kunci `chen2017mv3d`. Ringkasan yang aman dikutip: ""MV3D memfusikan representasi bird's-eye-view dan front-view dari LiDAR dengan citra RGB melalui deep fusion berbasis wilayah, mencapai AP3D 62,68% (IoU 0,7, tingkat sedang) untuk deteksi mobil pada KITTI — jauh melampaui baseline LiDAR tunggal (VeloFCN, 13,66%) dan stereo (3DOP, 5,07%)."" Angka AP3D/APloc pada IoU 0,5 dan 0,7 serta hasil ablasi kombinasi tampilan dan strategi fusi diperoleh d...","Kelebihan utama MV3D adalah menjadi salah satu perintis fusi multi-tampilan berbasis wilayah untuk deteksi 3D, dengan pilihan BEV sebagai sumber usulan yang terbukti secara empiris lebih informatif daripada FV maupun RGB sendirian. Skema *deep fusion* dengan jalur bantu menunjukkan bahwa penggabungan bertahap, dilatih dengan regularisasi *drop-path*, memberi hasil sedikit lebih baik daripada penggabungan sekali di awal atau akhir. Perbaikan AP yang besar...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",9 PDF pages; automatic locator scanned first 9
092,92_AVOD.pdf,092 - 2018 - AVOD - Deteksi 3D.md,ku2018avod,Joint 3D Proposal Generation and Object Detection from View Aggregation,2018,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"AVOD mengusulkan tiga perubahan atas kerangka MV3D. Pertama, fusi BEV-RGB dipindahkan ke tahap paling awal yang mungkin, yaitu di dalam RPN itu sendiri, sehingga proposal 3D sudah mempertimbangkan kedua modalitas sejak awal, bukan hanya divalidasi ulang di tahap akhir. Kedua, setiap modalitas diproses oleh ekstraktor fitur *encoder-decoder* yang menghasilkan peta fitur beresolusi penuh (sama dengan resolusi masukan), bukan peta fitur yang telah menyusut d...","Evaluasi dilakukan pada tolok ukur KITTI 3D Object Detection, dengan metrik AP 3D dan AP BEV pada tiga tingkat kesulitan (mudah, moderat, sulit) dan ambang IOU 0,7 untuk mobil serta 0,5 untuk pejalan kaki dan pesepeda. Pada set uji, untuk kelas mobil AVOD mencapai AP 3D 81,94% (mudah), 71,88% (moderat), dan 66,38% (sulit), dengan waktu proses 0,10 detik per citra pada GPU Titan Xp. Sebagai pembanding, MV3D memerlukan 0,36 detik dan memperoleh AP 3D modera...","Kutip dengan kunci `ku2018avod`. Ringkasan yang aman dikutip: ""AVOD memfusikan fitur BEV LiDAR dan RGB pada tahap pengusulan proposal memakai ekstraktor fitur beresolusi tinggi bergaya FPN, mencapai AP 3D 71,88% pada kelas mobil tingkat moderat di KITTI dengan waktu proses 0,10 detik per citra dan 38,073 juta parameter."" Angka-angka AP 3D/BEV per kelas, jumlah parameter (38,073 juta), FLOPs (231,263 miliar), memori GPU (2 GB), serta rincian studi ablasi d...","Kelebihan AVOD meliputi kecepatan *real-time* (10 Hz) dengan jejak memori rendah, cocok untuk perangkat keras kendaraan otonom yang terbatas; akurasi mobil yang melampaui MV3D dan VoxelNet; representasi kotak 3D yang lebih ringkas dan konsisten secara geometris dibandingkan format 8-sudut MV3D; serta perbaikan nyata pada deteksi objek kecil berkat fusi dini dan fitur beresolusi tinggi. Regresi orientasi lewat vektor (cos θ, sin θ) juga menghindari kegagal...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",8 PDF pages; automatic locator scanned first 8
093,93_PointPainting.pdf,093 - 2020 - PointPainting - Deteksi 3D.md,vora2020pointpainting,PointPainting: Sequential Fusion for 3D Object Detection,2020,Deteksi 3D,3D detection or localization,RGB-D / depth-aware,"Gagasan inti PointPainting adalah memindahkan titik penggabungan informasi dari level fitur jaringan ke level data masukan. Alih-alih menggabungkan fitur di tengah jaringan, setiap titik LiDAR diperkaya lebih dulu, sebelum masuk ke detektor mana pun, dengan skor kelas hasil segmentasi semantik citra pada piksel yang berkorespondensi dengannya. Titik yang telah diperkaya ini disebut titik yang ""dicat"" (*painted point*): representasinya tetap berupa titik i...","Evaluasi utama dilakukan pada set validasi KITTI (deteksi kendaraan, pejalan kaki, dan pesepeda) serta pada nuScenes. Metrik BEV (*bird's-eye view*, deteksi dari sudut pandang atas) dilaporkan sebagai mAP pada tingkat kesulitan sedang (*moderate*): | Detektor | mAP dasar | mAP setelah dicat | Selisih | |---|---|---|---| | PointPillars | 73,78 | 76,27 | +2,50 | | VoxelNet | 71,83 | 73,55 | +1,71 | | PointRCNN | 72,42 | 75,80 | +3,37 | Ketiga detektor — mas...","Kutip dengan kunci `vora2020pointpainting`. Ringkasan yang aman dikutip: ""PointPainting memproyeksikan skor segmentasi semantik citra ke titik LiDAR sebelum diproses detektor 3D standar, menaikkan mAP PointPillars, VoxelNet, dan PointRCNN pada KITTI, serta mencapai hasil terbaik papan peringkat KITTI BEV untuk PointRCNN yang dicat pada saat publikasi."" Angka mAP KITTI validasi (73,78→76,27 untuk PointPillars; 71,83→73,55 untuk VoxelNet; 72,42→75,80 untuk...","Kelebihan utama PointPainting adalah kesederhanaan dan sifat *plug-in*-nya: metode ini tidak memerlukan pelatihan gabungan dua cabang jaringan seperti MV3D atau AVOD, dan terbukti meningkatkan tiga arsitektur detektor yang berbeda desainnya tanpa modifikasi arsitektur di luar lapisan masukan. Kenaikan akurasi paling nyata justru pada kelas sulit (pejalan kaki, pesepeda, objek kecil di nuScenes), yang secara langsung relevan untuk keselamatan kendaraan oto...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",11 PDF pages; automatic locator scanned first 10
